run,jd_tdb,body_id,body_name,x,y,z,vx,vy,vz
coarse,2461931.000000000,3,Earth-Moon Barycenter,-2.13002736851785418e-01,-9.12666949153142504e-01,-3.95576669701664607e-01,1.65382912060114858e-02,-3.38412068261471346e-03,-1.46707500925638860e-03
coarse,2461931.000000000,4,Mars Barycenter,9.82981649763212117e-01,9.98805115271358401e-01,4.31754399596674887e-01,-9.86727499825291315e-03,9.50792306210385997e-03,4.62706435404580587e-03
coarse,2461931.000000000,5,Jupiter Barycenter,-5.44050980792323635e+00,4.87710740345145416e-02,1.53398811882538205e-01,-2.37213401329855694e-04,-6.61423585261954310e-03,-2.82925120781430620e-03
coarse,2461931.000000000,6,Saturn Barycenter,7.81992935894512264e+00,4.68729685900518778e+00,1.59925489744318239e+00,-3.28054116061689879e-03,4.29844001933638292e-03,1.91675437956369417e-03
coarse,2461931.000000000,7,Uranus Barycenter,6.69476480507766247e+00,1.66406397566321189e+01,7.19344861117958789e+00,-3.71850687745779902e-03,1.06094472370112667e-03,5.17248648698122229e-04
coarse,2461931.000000000,8,Neptune Barycenter,2.96715788088680199e+01,3.34102258003536212e+00,6.28780000704038056e-01,-3.69144900443977696e-04,2.90170087426574975e-03,1.19687127587396643e-03
coarse,2461931.000000000,9,Pluto Barycenter,2.15936555578233182e+01,-2.50536498452359560e+01,-1.43245805542836866e+01,2.60349855782423568e-03,1.43021839736263761e-03,-3.38095516182103362e-04
coarse,2461931.000000000,10,Sun,1.13784689293397814e-03,-2.28126823062243167e-03,-9.48289386917888408e-04,1.24614524659155197e-06,4.90257185024218327e-06,2.07770165820792362e-06
coarse,2462296.250000000,1,Mercury Barycenter,2.69130551838800636e-01,-2.78344870891079010e-01,-1.76385436502739273e-01,1.61043176148250831e-02,1.76332731124918297e-02,7.75036784432243161e-03
coarse,2462296.250000000,2,Venus Barycenter,-4.28566327855243900e-01,5.13919556005711597e-01,2.58479056484500480e-01,-1.62734417988273788e-02,-1.15124424828572380e-02,-4.15101422519322753e-03
coarse,2462296.250000000,3,Earth-Moon Barycenter,-2.13212807700009832e-01,-9.10894162664295126e-01,-3.94812220542675452e-01,1.65349959340955685e-02,-3.38674448380799119e-03,-1.46814219103652186e-03
coarse,2462296.250000000,4,Mars Barycenter,-1.21359381610518380e+00,-9.25863291576547232e-01,-3.91871908989826490e-01,9.44081359137660496e-03,-8.61822303334907648e-03,-4.20773745768240892e-03
coarse,2462296.250000000,5,Jupiter Barycenter,-4.87367470528882940e+00,-2.27620596041781909e+00,-8.56942745071723855e-01,3.27653251959164182e-03,-5.85675942261238910e-03,-2.59011418185652173e-03
coarse,2462296.250000000,6,Saturn Barycenter,6.43595851786284978e+00,6.12669328408029212e+00,2.25340352468679583e+00,-4.27055671135429058e-03,3.54640937304626265e-03,1.64877783385224521e-03
coarse,2462296.250000000,7,Uranus Barycenter,5.31945204096780433e+00,1.69820932779223099e+01,7.36244378867431504e+00,-3.80899898058098887e-03,8.07446742584903257e-04,4.07499584027536371e-04
coarse,2462296.250000000,8,Neptune Barycenter,2.95147660444074589e+01,4.39812908238716371e+00,1.06536310821232338e+00,-4.89420091452289928e-04,2.88598192369450167e-03,1.19343174858122783e-03
coarse,2462296.250000000,9,Pluto Barycenter,2.25354025431494449e+01,-2.45208365157704087e+01,-1.44420500037003219e+01,2.55304652240590998e-03,1.48690431838010054e-03,-3.05203987628871736e-04
coarse,2462296.250000000,10,Sun,1.06189509886398491e-03,-5.44553557985953912e-04,-2.01596321509891748e-04,-1.73216461845342657e-06,4.43251409913409032e-06,1.93707482152966843e-06
coarse,2462661.500000000,1,Mercury Barycenter,3.49386444446297129e-01,3.13368945753325426e-02,-1.94945606852395363e-02,-7.05742266689252887e-03,2.57144485447195897e-02,1.44676806806875672e-02
coarse,2462661.500000000,2,Venus Barycenter,7.17893198308338643e-01,-7.97934567682097029e-02,-8.12852995021479535e-02,2.86453344125800957e-03,1.82328195281471032e-02,8.02305710701529777e-03
coarse,2462661.500000000,3,Earth-Moon Barycenter,-2.14307943673106821e-01,-9.09565686049772615e-01,-3.94215845482470795e-01,1.65329068255094212e-02,-3.38929550723861359e-03,-1.46919236061789733e-03
coarse,2462661.500000000,4,Mars Barycenter,4.81840939567843907e-01,1.31941046771152748e+00,5.92224901076118138e-01,-1.27516397024828049e-02,4.98508887725459659e-03,2.63030582531317836e-03
coarse,2462661.500000000,5,Jupiter Barycenter,-3.13792345494767133e+00,-4.05382543065576506e+00,-1.66112856782752405e+00,6.04557792981337550e-03,-3.66325429752967311e-03,-1.71733163128409130e-03
coarse,2462661.500000000,6,Saturn Barycenter,4.72394486483739851e+00,7.25314109039773669e+00,2.79242157568945260e+00,-5.06651418444925648e-03,2.59122593593115675e-03,1.28853299751312896e-03
coarse,2462661.500000000,7,Uranus Barycenter,3.91475194489399758e+00,1.72296013686124425e+01,7.49070742749249074e+00,-3.87928094631632405e-03,5.46738872776641387e-04,2.94305468091879570e-04
coarse,2462661.500000000,8,Neptune Barycenter,2.93141381105883845e+01,5.44870982898734901e+00,1.50036601940313874e+00,-6.09032709237755784e-04,2.86597119716264746e-03,1.18821920829301122e-03
coarse,2462661.500000000,9,Pluto Barycenter,2.34585305259731172e+01,-2.39677591804115515e+01,-1.45475857542033822e+01,2.50156336170286389e-03,1.54118431332246988e-03,-2.72753300489788362e-04
coarse,2462661.500000000,10,Sun,-3.76460108343066422e-05,7.66409919510947215e-04,3.84610326635966395e-04,-4.17507650636691960e-06,2.54512458604152412e-06,1.17882969324430471e-06
coarse,2463026.750000000,1,Mercury Barycenter,4.96519588233058917e-02,2.70871399840217353e-01,1.39334772473250795e-01,-3.33851504669505916e-02,3.87536140210951530e-03,5.52941768301786363e-03
coarse,2463026.750000000,2,Venus Barycenter,-5.70640107997453017e-01,-4.18108687587027572e-01,-1.52088748328289447e-01,1.23226295201299130e-02,-1.43266566141924435e-02,-7.22659383292971989e-03
coarse,2463026.750000000,3,Earth-Moon Barycenter,-2.16171132529767829e-01,-9.09090682946294026e-01,-3.93974573502824221e-01,1.65312642739813657e-02,-3.39365469355847396e-03,-1.47103405693847842e-03
coarse,2463026.750000000,4,Mars Barycenter,-7.26774570662146346e-01,-1.22231675807587137e+00,-5.41045855870851855e-01,1.28252100012159215e-02,-4.84435123109009259e-03,-2.56782523166561869e-03
coarse,2463026.750000000,5,Jupiter Barycenter,-6.29736143504364465e-01,-4.82520855527493886e+00,-2.05282073303133172e+00,7.40352676175068825e-03,-4.36455634102518087e-04,-3.67305553656144810e-04
coarse,2463026.750000000,6,Saturn Barycenter,2.76544932847986713e+00,8.00053141990030880e+00,3.18548998370061742e+00,-5.61180546128135695e-03,1.48008722681315609e-03,8.53072666482419242e-04
coarse,2463026.750000000,7,Uranus Barycenter,2.48819716388912804e+00,1.73807685987283094e+01,7.57708340156465088e+00,-3.92854037778795056e-03,2.80141937956379964e-04,1.78233863339566584e-04
coarse,2463026.750000000,8,Neptune Barycenter,2.90699707757671035e+01,6.49120132779628367e+00,1.93314195695634150e+00,-7.27798446582543068e-04,2.84169195857516795e-03,1.18123851035937351e-03
coarse,2463026.750000000,9,Pluto Barycenter,2.43626811006170563e+01,-2.33952894765861146e+01,-1.46413520756326072e+01,2.44914802357182326e-03,1.59309808420011090e-03,-2.40760720969278194e-04
coarse,2463026.750000000,10,Sun,-1.79407686378638197e-03,1.23055113125310417e-03,6.20665525188672344e-04,-5.33450507257803233e-06,-1.18736163435493805e-07,6.02505846749833381e-08
coarse,2463392.000000000,1,Mercury Barycenter,-3.28945644722260566e-01,1.13083482131058247e-01,9.41839457099133137e-02,-1.69588889094514847e-02,-2.24234889828514410e-02,-1.02216652303319978e-02
coarse,2463392.000000000,2,Venus Barycenter,9.87856596262992048e-02,6.53071388791478857e-01,2.87512413228964814e-01,-2.00933520253863546e-02,2.06647828483089201e-03,2.20086741555153027e-03
coarse,2463392.000000000,3,Earth-Moon Barycenter,-2.18165208502566432e-01,-9.09711612576179385e-01,-3.94200672680430408e-01,1.65309959876666530e-02,-3.39807281805334102e-03,-1.47297019546104154e-03
coarse,2463392.000000000,4,Mars Barycenter,-9.89936920131051779e-02,1.43128705784428445e+00,6.59181753056657493e-01,-1.34443031106030748e-02,1.76985718617771111e-04,4.43663049412734061e-04
coarse,2463392.000000000,5,Jupiter Barycenter,2.03500011473292508e+00,-4.33012822075865422e+00,-1.90548793570693742e+00,6.84095153751169711e-03,3.12879108689539769e-03,1.17453557398893840e-03
coarse,2463392.000000000,6,Saturn Barycenter,6.60209247462563931e-01,8.32296075634809718e+00,3.40935117805787513e+00,-5.86468124094248131e-03,2.75799511713229102e-04,3.66537087069383066e-04
coarse,2463392.000000000,7,Uranus Barycenter,1.04760125105355684e+00,1.74337013340206894e+01,7.62063171437632914e+00,-3.95605306898853034e-03,9.08248604786743942e-06,5.99005374158630513e-05
coarse,2463392.000000000,8,Neptune Barycenter,2.87826063882179852e+01,7.52404961446549070e+00,2.36304635417986608e+00,-8.45537337052792298e-04,2.81317318268637512e-03,1.17249694698404595e-03
coarse,2463392.000000000,9,Pluto Barycenter,2.52475312859015837e+01,-2.28042838955892293e+01,-1.47235190202876751e+01,2.39589590580131058e-03,1.64268854220400110e-03,-2.09240884108782382e-04
coarse,2463392.000000000,10,Sun,-3.66056067425974806e-03,6.06701783513829626e-04,3.90488609196662495e-04,-4.63270187125640559e-06,-3.20258125704553113e-06,-1.28860449022507658e-06
coarse,2463757.250000000,1,Mercury Barycenter,-3.80556522598726299e-01,-1.96852806550359416e-01,-6.59816346477776344e-02,7.72196826310285814e-03,-2.04728037858973484e-02,-1.17366496585011547e-02
coarse,2463757.250000000,2,Venus Barycenter,4.38898941088972205e-01,-5.16491978917677841e-01,-2.60323619800708173e-01,1.58879964083781834e-02,1.15487597677154732e-02,4.19185172001404396e-03
coarse,2463757.250000000,3,Earth-Moon Barycenter,-2.19552016682649731e-01,-9.11311876163783174e-01,-3.94860983922339814e-01,1.65335434123832815e-02,-3.40209488033376816e-03,-1.47476543945723672e-03
coarse,2463757.250000000,4,Mars Barycenter,-1.28341960394845883e-01,-1.32993484537022555e+00,-6.06505532734713526e-01,1.44686122304964037e-02,1.59152269983200235e-04,-3.16880382555638658e-04
