comparison,jd_tdb,body_id,body_name,position_residual_au,position_residual_km,velocity_residual_au_per_day,velocity_residual_m_per_s
tight_jx_vs_horizons_de441,2463392.000000000,1,Mercury Barycenter,9.55457644699653116e-06,1.42934429191105232e+03,7.15579675920980239e-07,1.23899532215248476e+00
tight_jx_vs_horizons_de441,2463392.000000000,2,Venus Barycenter,3.79003217221674467e-06,5.66980742848120713e+02,1.05390154009187960e-07,1.82478502691198918e-01
tight_jx_vs_horizons_de441,2463392.000000000,3,Earth-Moon Barycenter,2.62951693305555636e-06,3.93370134154705624e+02,4.37404518402336365e-08,7.57347043837366535e-02
tight_jx_vs_horizons_de441,2463392.000000000,4,Mars Barycenter,1.32944452812127446e-06,1.98882070620708902e+02,1.22645373850512771e-08,2.12355171056043610e-02
tight_jx_vs_horizons_de441,2463392.000000000,5,Jupiter Barycenter,1.13675574507276579e-07,1.70056238968877764e+01,1.78383304148307852e-10,3.08862991539552421e-04
tight_jx_vs_horizons_de441,2463392.000000000,6,Saturn Barycenter,2.23258778619587478e-08,3.33990378965729695e+00,1.44917472340210633e-11,2.50918348256037715e-05
tight_jx_vs_horizons_de441,2463392.000000000,7,Uranus Barycenter,1.04993326246881339e-08,1.57067780442438698e+00,7.15033582445592762e-12,1.23804978487099061e-05
tight_jx_vs_horizons_de441,2463392.000000000,8,Neptune Barycenter,2.53558986803000929e-08,3.79318845225783363e+00,2.11829393892034693e-11,3.66773452290740417e-05
tight_jx_vs_horizons_de441,2463392.000000000,9,Pluto Barycenter,4.13270433304010703e-08,6.18243768455463627e+00,3.92614203887608979e-11,6.79794547548170762e-05
tight_jx_vs_horizons_de441,2463392.000000000,10,Sun,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
tight_jx_vs_horizons_de441,2463757.250000000,1,Mercury Barycenter,7.33712765514352769e-06,1.09761867426355548e+03,5.18185089397664905e-07,8.97215115768284721e-01
tight_jx_vs_horizons_de441,2463757.250000000,2,Venus Barycenter,4.21380304881755900e-06,6.30375963652274891e+02,1.18031838893515987e-07,2.04367034412910153e-01
tight_jx_vs_horizons_de441,2463757.250000000,3,Earth-Moon Barycenter,3.06639377827674987e-06,4.58725979957929667e+02,5.08388326906400815e-08,8.80252444374225312e-02
tight_jx_vs_horizons_de441,2463757.250000000,4,Mars Barycenter,1.95268341071017203e-06,2.92117280393455303e+02,1.80397108038914366e-08,3.12349806053928702e-02
tight_jx_vs_horizons_de441,2463757.250000000,5,Jupiter Barycenter,1.56570534222657575e-07,2.34226185340710522e+01,2.27443325329128747e-10,3.93808300626910133e-04
tight_jx_vs_horizons_de441,2463757.250000000,6,Saturn Barycenter,2.90377624820835827e-08,4.34398743721205083e+00,2.53523797268908716e-11,4.38965512074157650e-05
tight_jx_vs_horizons_de441,2463757.250000000,7,Uranus Barycenter,1.44674021955068994e-08,2.16429256300833694e+00,1.39824506981907452e-11,2.42100098566789804e-05
tight_jx_vs_horizons_de441,2463757.250000000,8,Neptune Barycenter,3.50266234445750450e-08,5.23990828511912543e+00,3.01917501887243297e-11,5.22757122793921552e-05
tight_jx_vs_horizons_de441,2463757.250000000,9,Pluto Barycenter,5.68458652726311247e-08,8.50402040288468974e+00,4.38758306215646551e-11,7.59691069002306691e-05
tight_jx_vs_horizons_de441,2463757.250000000,10,Sun,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
tight_jx_vs_horizons_de441,2464122.500000000,1,Mercury Barycenter,6.16127679731699043e-06,9.21713889671937181e+02,4.70124689283575400e-07,8.14000607411134003e-01
tight_jx_vs_horizons_de441,2464122.500000000,2,Venus Barycenter,4.97779397272870558e-06,7.44667379103508210e+02,1.39578237022973407e-07,2.41673692762693598e-01
tight_jx_vs_horizons_de441,2464122.500000000,3,Earth-Moon Barycenter,3.50307192877772087e-06,5.24052101454089097e+02,5.83343451346281038e-08,1.01003400703926716e-01
tight_jx_vs_horizons_de441,2464122.500000000,4,Mars Barycenter,1.70562494745291635e-06,2.55157860351755659e+02,1.54578633623892801e-08,2.67646232012150320e-02
tight_jx_vs_horizons_de441,2464122.500000000,5,Jupiter Barycenter,1.93513171939591049e-07,2.89491584745658059e+01,2.68487036211346446e-10,4.64873714441796555e-04
tight_jx_vs_horizons_de441,2464122.500000000,6,Saturn Barycenter,3.71683808916056352e-08,5.56031063875076992e+00,3.09988735865668959e-11,5.36732116047323996e-05
tight_jx_vs_horizons_de441,2464122.500000000,7,Uranus Barycenter,1.88067106591639093e-08,2.81344386948191394e+00,1.40840383152534234e-11,2.43859044307769358e-05
tight_jx_vs_horizons_de441,2464122.500000000,8,Neptune Barycenter,4.55989189766055398e-08,6.82150118512201153e+00,2.93339290755319008e-11,5.07904320481989750e-05
tight_jx_vs_horizons_de441,2464122.500000000,9,Pluto Barycenter,7.23095788565840591e-08,1.08173590281587142e+01,4.24127339134796030e-11,7.34358181021091053e-05
tight_jx_vs_horizons_de441,2464122.500000000,10,Sun,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
tight_jx_vs_horizons_de441,2464487.750000000,1,Mercury Barycenter,7.81611447594692153e-06,1.16927408274910567e+03,5.72572962949374640e-07,9.91385371268708515e-01
tight_jx_vs_horizons_de441,2464487.750000000,2,Venus Barycenter,5.58502900099172910e-06,8.35508446346110759e+02,1.55530569469925531e-07,2.69294467840963947e-01
tight_jx_vs_horizons_de441,2464487.750000000,3,Earth-Moon Barycenter,3.94206121062224779e-06,5.89723963278152496e+02,6.56375679815987417e-08,1.13648615833028571e-01
tight_jx_vs_horizons_de441,2464487.750000000,4,Mars Barycenter,2.62189387868458290e-06,3.92229741452577684e+02,2.49751075738016397e-08,4.32433207586130561e-02
tight_jx_vs_horizons_de441,2464487.750000000,5,Jupiter Barycenter,2.18134471860256297e-07,3.26324525165634043e+01,2.90704581919150808e-10,5.03342435854614383e-04
tight_jx_vs_horizons_de441,2464487.750000000,6,Saturn Barycenter,4.41973287533445328e-08,6.61182627212822727e+00,3.23546890478124377e-11,5.60207475545526729e-05
tight_jx_vs_horizons_de441,2464487.750000000,7,Uranus Barycenter,2.15677669968172474e-08,3.22649201847759359e+00,1.12070355837576339e-11,1.94044983818202924e-05
tight_jx_vs_horizons_de441,2464487.750000000,8,Neptune Barycenter,5.51420022030097288e-08,8.24912611570496423e+00,2.66783473309792817e-11,4.61924068808973226e-05
tight_jx_vs_horizons_de441,2464487.750000000,9,Pluto Barycenter,8.79306499254279829e-08,1.31542379981111388e+01,4.55878657686035812e-11,7.89334218604226099e-05
tight_jx_vs_horizons_de441,2464487.750000000,10,Sun,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
tight_jx_vs_horizons_de441,2464853.000000000,1,Mercury Barycenter,1.29723824168782735e-05,1.94064078747110921e+03,9.19263839910461359e-07,1.59166566044109592e+00
tight_jx_vs_horizons_de441,2464853.000000000,2,Venus Barycenter,6.04693101805664887e-06,9.04608004571057904e+02,1.69532679304812655e-07,2.93538516644281544e-01
tight_jx_vs_horizons_de441,2464853.000000000,3,Earth-Moon Barycenter,4.37913523500117584e-06,6.55109306663519988e+02,7.28167470431645259e-08,1.26079054501827936e-01
tight_jx_vs_horizons_de441,2464853.000000000,4,Mars Barycenter,2.07842142338807129e-06,3.10927419356118605e+02,1.86548217455342628e-08,3.23000186506942483e-02
tight_jx_vs_horizons_de441,2464853.000000000,5,Jupiter Barycenter,2.24611011230276242e-07,3.36013290158231115e+01,2.94575617649151934e-10,5.10044967134843318e-04
tight_jx_vs_horizons_de441,2464853.000000000,6,Saturn Barycenter,4.93372739691496125e-08,7.38075113192731891e+00,2.96508896112022862e-11,5.13392355346830228e-05
tight_jx_vs_horizons_de441,2464853.000000000,7,Uranus Barycenter,2.29378280185294295e-08,3.43145023005480265e+00,5.42477607827708440e-12,9.39276562887208683e-06
tight_jx_vs_horizons_de441,2464853.000000000,8,Neptune Barycenter,6.44467346373288936e-08,9.64109427531233898e+00,2.76808595983190949e-11,4.79282136001642751e-05
tight_jx_vs_horizons_de441,2464853.000000000,9,Pluto Barycenter,1.05740772010960924e-07,1.58185943390139094e+01,5.46462594646515763e-11,9.46176395559212625e-05
tight_jx_vs_horizons_de441,2464853.000000000,10,Sun,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
